Indikator,Ausprägung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,12 Schwabing - Freimann,"4,4",2037.3,46712.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,13 Bogenhausen,"3,6",1846.5,51351.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,14 Berg am Laim,"7,3",2009,27645.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,15 Trudering - Riem,"4,6",1825.8,39905.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,16 Ramersdorf - Perlach,"9,2",6353.8,69106.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,17 Obergiesing - Fasangarten,"6,2",2157.8,34664.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,18 Untergiesing - Harlaching,"5,5",1829.3,33499.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,4",2344.5,53856,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,20 Hadern,"6,2",1871,29999,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,21 Pasing - Obermenzing,"4,5",1924.3,42938.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,22 Aubing - Lochhausen - Langwied,"5,8",1410.5,24161,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,23 Allach - Untermenzing,"3,6",675,18593.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,24 Feldmoching - Hasenbergl,"7,7",2752.5,35538.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,25 Laim,"5,8",2074.5,35525,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,Stadt München,"5,4",51118,954808.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,01 Altstadt - Lehel,"2,4",352.5,14446.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,02 Ludwigsvorstadt - Isarvorstadt,"4,2",1596.5,37571,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,03 Maxvorstadt,"3,2",1262.5,38952,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,04 Schwabing - West,"3,3",1505,45836.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,05 Au - Haidhausen,4,1687.3,41822.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,06 Sendling,6,1685.5,28308.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,07 Sendling - Westpark,"6,8",2459.8,36082.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,08 Schwanthalerhöhe,"6,9",1427.3,20752,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,09 Neuhausen - Nymphenburg,4,2529.8,62580.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,10 Moosach,7,2322.5,33399.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,11 Milbertshofen - Am Hart,8,3831.3,48160.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,12 Schwabing - Freimann,"4,2",1974,47299.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,13 Bogenhausen,"3,6",1873.8,52208,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,14 Berg am Laim,"6,8",1906.5,27896.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,15 Trudering - Riem,"4,5",1740.3,38874,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,16 Ramersdorf - Perlach,"8,7",6067.3,69792.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,17 Obergiesing - Fasangarten,"6,1",2124.5,34875.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,18 Untergiesing - Harlaching,"5,1",1713.5,33734.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,1",2229.3,54339.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,20 Hadern,"6,1",1851,30140,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,21 Pasing - Obermenzing,"4,1",1777.5,43194,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,22 Aubing - Lochhausen - Langwied,"5,6",1366.5,24343.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,23 Allach - Untermenzing,"3,4",642.8,18654.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,24 Feldmoching - Hasenbergl,"7,5",2727,36130.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2008,25 Laim,"5,9",2074.3,35408.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,Stadt München,"5,6",52885,944386.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,01 Altstadt - Lehel,"2,6",374.3,14263.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,02 Ludwigsvorstadt - Isarvorstadt,"4,7",1726.8,36727.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,03 Maxvorstadt,"3,6",1369.3,37716.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,04 Schwabing - West,"3,6",1636.8,45051.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,05 Au - Haidhausen,"4,5",1861.5,41383,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,06 Sendling,"6,3",1753.3,27937,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,07 Sendling - Westpark,7,2511.8,35779.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,08 Schwanthalerhöhe,"7,2",1446.3,20093.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,09 Neuhausen - Nymphenburg,"4,4",2702.8,61802.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,10 Moosach,"7,3",2422,33252.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,11 Milbertshofen - Am Hart,"8,2",3945.3,48270.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,12 Schwabing - Freimann,"4,3",2025.5,46821.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,13 Bogenhausen,"3,7",1922.5,52269.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,14 Berg am Laim,"7,3",2013.5,27648.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,15 Trudering - Riem,"4,4",1667,37490.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,16 Ramersdorf - Perlach,"8,7",6093.8,69740,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,17 Obergiesing - Fasangarten,"6,4",2185.8,34382.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,18 Untergiesing - Harlaching,"5,3",1758.8,33391,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,3",2320.3,54063,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,20 Hadern,"6,4",1899,29781,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,21 Pasing - Obermenzing,"4,2",1806.8,43260.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,22 Aubing - Lochhausen - Langwied,"6,1",1488,24291.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,23 Allach - Untermenzing,"3,7",672.5,18342.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,24 Feldmoching - Hasenbergl,"8,1",2901.5,35667.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2007,25 Laim,"6,1",2141.3,34955.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,Stadt München,"5,8",53733.5,924715,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,01 Altstadt - Lehel,3,421.3,14088.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,02 Ludwigsvorstadt - Isarvorstadt,"5,2",1875.8,35803.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,03 Maxvorstadt,4,1443.3,35697.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,04 Schwabing - West,4,1701.5,42972,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,05 Au - Haidhausen,"4,9",1976,40394,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,06 Sendling,"6,6",1786.5,27168.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,07 Sendling - Westpark,"7,1",2495.5,35074.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,08 Schwanthalerhöhe,"7,6",1487.8,19678.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,09 Neuhausen - Nymphenburg,"4,8",2902.3,60440.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,10 Moosach,"7,1",2338.5,32924.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,11 Milbertshofen - Am Hart,"8,7",4089,47101.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,12 Schwabing - Freimann,"4,6",2079.8,45597.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,13 Bogenhausen,"3,8",1984.8,51882,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,14 Berg am Laim,"7,5",2033.8,27202.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,15 Trudering - Riem,"4,2",1517.8,35754,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,16 Ramersdorf - Perlach,"8,7",6015,69470.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,17 Obergiesing - Fasangarten,"6,5",2183.5,33442,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,18 Untergiesing - Harlaching,"5,5",1814.3,32770.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,4",2322,53186.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,20 Hadern,"6,4",1871.3,29309.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,21 Pasing - Obermenzing,"4,4",1865.8,42780,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,22 Aubing - Lochhausen - Langwied,"6,4",1557,24368.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,23 Allach - Untermenzing,"3,7",673.3,18122.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,24 Feldmoching - Hasenbergl,"8,2",2897,35115.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2006,25 Laim,"6,4",2211.8,34369.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,Stadt München,"4,1",23006.5,558567,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,01 Altstadt - Lehel,2,157.3,7776,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,02 Ludwigsvorstadt - Isarvorstadt,"3,9",819.5,20830,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,03 Maxvorstadt,"2,4",496.5,20760.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,04 Schwabing - West,"2,2",529.8,24332.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,05 Au - Haidhausen,"2,9",661,22797.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,männlich,2022,06 Sendling,4,616.3,15287,(Regel-)Leistungsberechtigte (erwerbsfähig) (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
